article_id,technique,start_char,end_char,source_file
111111132,Loaded_Language,7582,7594,train-task2-TC.labels
111111132,"Name_Calling,Labeling",8607,8630,train-task2-TC.labels
111111132,"Whataboutism,Straw_Men,Red_Herring",9598,9650,train-task2-TC.labels
111111132,Loaded_Language,10340,10350,train-task2-TC.labels
111111132,Loaded_Language,10851,10860,train-task2-TC.labels
111111132,Slogans,12045,12087,train-task2-TC.labels
111111132,Black-and-White_Fallacy,5776,5811,train-task2-TC.labels
111111133,Loaded_Language,1224,1244,train-task2-TC.labels
111111133,Loaded_Language,2593,2606,train-task2-TC.labels
111111133,Black-and-White_Fallacy,4159,4173,train-task2-TC.labels
111111133,Loaded_Language,358,367,train-task2-TC.labels
111111133,Loaded_Language,460,465,train-task2-TC.labels
111111133,Loaded_Language,504,507,train-task2-TC.labels
111111133,Loaded_Language,1070,1077,train-task2-TC.labels
111111133,Loaded_Language,2572,2589,train-task2-TC.labels
111111133,"Name_Calling,Labeling",2625,2646,train-task2-TC.labels
111111133,Loaded_Language,2944,2950,train-task2-TC.labels
111111133,Loaded_Language,3830,3836,train-task2-TC.labels
111111134,"Name_Calling,Labeling",945,984,train-task2-TC.labels
111111134,"Exaggeration,Minimisation",1415,1514,train-task2-TC.labels
111111134,Repetition,1225,1237,train-task2-TC.labels
111111134,"Name_Calling,Labeling",2427,2456,train-task2-TC.labels
111111135,"Bandwagon,Reductio_ad_hitlerum",3286,3319,train-task2-TC.labels
111111135,Repetition,4583,4590,train-task2-TC.labels
111111135,Loaded_Language,582,611,train-task2-TC.labels
111111135,Causal_Oversimplification,543,683,train-task2-TC.labels
111111135,Loaded_Language,835,844,train-task2-TC.labels
111111135,Loaded_Language,1476,1483,train-task2-TC.labels
111111135,Appeal_to_Authority,1929,2341,train-task2-TC.labels
111111135,"Name_Calling,Labeling",2984,3018,train-task2-TC.labels
111111135,Loaded_Language,3045,3084,train-task2-TC.labels
111111135,"Exaggeration,Minimisation",3262,3319,train-task2-TC.labels
111111135,Loaded_Language,4580,4590,train-task2-TC.labels
111111135,Loaded_Language,6524,6539,train-task2-TC.labels
111111135,Loaded_Language,6813,6839,train-task2-TC.labels
111111135,"Exaggeration,Minimisation",7009,7036,train-task2-TC.labels
111111135,Loaded_Language,2045,2051,train-task2-TC.labels
111111135,Doubt,4433,4498,train-task2-TC.labels
111111135,Loaded_Language,7134,7152,train-task2-TC.labels
111111136,Loaded_Language,1243,1254,train-task2-TC.labels
111111136,Flag-Waving,1874,2026,train-task2-TC.labels
111111137,Loaded_Language,2321,2332,train-task2-TC.labels
111111137,"Exaggeration,Minimisation",143,183,train-task2-TC.labels
111111137,Loaded_Language,2058,2064,train-task2-TC.labels
694327499,Loaded_Language,9221,9252,train-task2-TC.labels
694327499,Loaded_Language,11573,11606,train-task2-TC.labels
694327499,Causal_Oversimplification,1366,1501,train-task2-TC.labels
694327499,Loaded_Language,2798,2874,train-task2-TC.labels
694327499,"Name_Calling,Labeling",3032,3055,train-task2-TC.labels
694327499,"Name_Calling,Labeling",3656,3688,train-task2-TC.labels
694327499,Causal_Oversimplification,4811,4934,train-task2-TC.labels
694327499,"Name_Calling,Labeling",4944,4978,train-task2-TC.labels
694327499,Loaded_Language,5950,6079,train-task2-TC.labels
694327499,"Name_Calling,Labeling",6320,6343,train-task2-TC.labels
694327499,Loaded_Language,9393,9408,train-task2-TC.labels
694327499,Appeal_to_fear-prejudice,9630,9695,train-task2-TC.labels
694327499,"Name_Calling,Labeling",11470,11661,train-task2-TC.labels
694327499,Loaded_Language,11720,11770,train-task2-TC.labels
694327499,Loaded_Language,110,142,train-task2-TC.labels
694327499,Thought-terminating_Cliches,6296,6318,train-task2-TC.labels
694356862,Loaded_Language,86,106,train-task2-TC.labels
694356862,Loaded_Language,820,830,train-task2-TC.labels
694356862,Loaded_Language,2378,2399,train-task2-TC.labels
694356862,Loaded_Language,4680,4691,train-task2-TC.labels
694356862,Causal_Oversimplification,71,171,train-task2-TC.labels
694356862,"Exaggeration,Minimisation",270,311,train-task2-TC.labels
694356862,Causal_Oversimplification,532,574,train-task2-TC.labels
694356862,"Exaggeration,Minimisation",713,795,train-task2-TC.labels
694356862,Causal_Oversimplification,854,922,train-task2-TC.labels
694356862,Flag-Waving,2754,2768,train-task2-TC.labels
694356862,Appeal_to_fear-prejudice,5069,5184,train-task2-TC.labels
694356862,Doubt,5363,5430,train-task2-TC.labels
694356862,Loaded_Language,733,747,train-task2-TC.labels
694811415,Black-and-White_Fallacy,274,321,train-task2-TC.labels
694811415,Thought-terminating_Cliches,854,913,train-task2-TC.labels
694811415,Doubt,1013,1112,train-task2-TC.labels
694811415,"Bandwagon,Reductio_ad_hitlerum",1629,1719,train-task2-TC.labels
694811415,Appeal_to_Authority,498,546,train-task2-TC.labels
694811415,Doubt,1,23,train-task2-TC.labels
695833178,Doubt,1992,2104,train-task2-TC.labels
695833178,Doubt,364,405,train-task2-TC.labels
695833178,Appeal_to_Authority,546,624,train-task2-TC.labels
695833178,Doubt,2420,2438,train-task2-TC.labels
695833178,Flag-Waving,597,624,train-task2-TC.labels
695833178,Doubt,76,102,train-task2-TC.labels
695833178,Repetition,1040,1093,train-task2-TC.labels
695833178,Flag-Waving,1074,1093,train-task2-TC.labels
695833178,Appeal_to_Authority,837,954,train-task2-TC.labels
695833178,"Name_Calling,Labeling",2420,2438,train-task2-TC.labels
695833178,Doubt,2510,2570,train-task2-TC.labels
696246189,Repetition,861,882,train-task2-TC.labels
696246189,"Whataboutism,Straw_Men,Red_Herring",2552,2645,train-task2-TC.labels
696246189,Repetition,2848,2898,train-task2-TC.labels
696246189,Repetition,3236,3277,train-task2-TC.labels
696264594,"Name_Calling,Labeling",388,414,train-task2-TC.labels
696264594,Loaded_Language,490,520,train-task2-TC.labels
696264594,"Bandwagon,Reductio_ad_hitlerum",899,972,train-task2-TC.labels
696264594,Loaded_Language,1173,1207,train-task2-TC.labels
696264594,"Name_Calling,Labeling",1313,1356,train-task2-TC.labels
696264594,Repetition,3752,3766,train-task2-TC.labels
696264594,Loaded_Language,6029,6043,train-task2-TC.labels
696264594,Loaded_Language,6754,6784,train-task2-TC.labels
696264594,Appeal_to_fear-prejudice,7337,7433,train-task2-TC.labels
696264594,Flag-Waving,3829,4015,train-task2-TC.labels
696264594,Loaded_Language,6201,6207,train-task2-TC.labels
696264594,Thought-terminating_Cliches,7013,7040,train-task2-TC.labels
696264594,Black-and-White_Fallacy,7337,7433,train-task2-TC.labels
696694316,Thought-terminating_Cliches,3987,4010,train-task2-TC.labels
696694316,Loaded_Language,603,661,train-task2-TC.labels
696694316,Loaded_Language,1020,1094,train-task2-TC.labels
696694316,Loaded_Language,3276,3379,train-task2-TC.labels
696694316,Loaded_Language,3471,4010,train-task2-TC.labels
696694316,Loaded_Language,4478,4500,train-task2-TC.labels
696694316,Loaded_Language,7026,7097,train-task2-TC.labels
696694316,Black-and-White_Fallacy,7971,8295,train-task2-TC.labels
696694316,Black-and-White_Fallacy,8298,8642,train-task2-TC.labels
696694316,Appeal_to_fear-prejudice,9586,9819,train-task2-TC.labels
696694316,"Bandwagon,Reductio_ad_hitlerum",9373,9584,train-task2-TC.labels
696694316,Loaded_Language,11102,11126,train-task2-TC.labels
696694316,Loaded_Language,12634,12736,train-task2-TC.labels
696694316,Thought-terminating_Cliches,13456,13555,train-task2-TC.labels
696694316,Loaded_Language,4376,4395,train-task2-TC.labels
696694316,Black-and-White_Fallacy,10661,10866,train-task2-TC.labels
696694316,Appeal_to_fear-prejudice,12738,12848,train-task2-TC.labels
696735702,Doubt,2630,2685,train-task2-TC.labels
696735702,Doubt,1115,1140,train-task2-TC.labels
696735702,Doubt,3585,3632,train-task2-TC.labels
697063039,Thought-terminating_Cliches,1975,2072,train-task2-TC.labels
697063039,"Exaggeration,Minimisation",1160,1220,train-task2-TC.labels
697063039,"Exaggeration,Minimisation",1375,1413,train-task2-TC.labels
697063039,"Name_Calling,Labeling",1824,1852,train-task2-TC.labels
697063039,Loaded_Language,115,120,train-task2-TC.labels
697063039,Loaded_Language,142,152,train-task2-TC.labels
697063039,Flag-Waving,1226,1346,train-task2-TC.labels
697063039,Loaded_Language,1828,1845,train-task2-TC.labels
697444415,Loaded_Language,512,539,train-task2-TC.labels
697444415,"Whataboutism,Straw_Men,Red_Herring",1471,1596,train-task2-TC.labels
697444415,Loaded_Language,2817,2831,train-task2-TC.labels
697444415,Doubt,2959,3022,train-task2-TC.labels
697444415,Doubt,2815,2860,train-task2-TC.labels
697454736,"Whataboutism,Straw_Men,Red_Herring",8030,8056,train-task2-TC.labels
697454736,"Whataboutism,Straw_Men,Red_Herring",599,751,train-task2-TC.labels
697454736,Appeal_to_Authority,3216,3400,train-task2-TC.labels
697454736,Doubt,4856,5044,train-task2-TC.labels
697454736,Appeal_to_fear-prejudice,7080,7176,train-task2-TC.labels
697454736,Thought-terminating_Cliches,7417,7444,train-task2-TC.labels
697454736,Loaded_Language,8140,8197,train-task2-TC.labels
697454736,"Whataboutism,Straw_Men,Red_Herring",8793,8976,train-task2-TC.labels
697454736,Appeal_to_Authority,9555,9692,train-task2-TC.labels
697454736,Black-and-White_Fallacy,10671,10950,train-task2-TC.labels
697454736,Loaded_Language,11963,12026,train-task2-TC.labels
697454736,Loaded_Language,12492,12644,train-task2-TC.labels
697454736,Doubt,12874,13038,train-task2-TC.labels
697454736,Loaded_Language,7761,7777,train-task2-TC.labels
697454736,"Name_Calling,Labeling",10597,10632,train-task2-TC.labels
697472447,Doubt,3600,3640,train-task2-TC.labels
697472447,Doubt,2430,2528,train-task2-TC.labels
697472447,Doubt,3397,3459,train-task2-TC.labels
697959084,Thought-terminating_Cliches,2647,2664,train-task2-TC.labels
697959084,Loaded_Language,128,157,train-task2-TC.labels
697959084,Doubt,1689,1765,train-task2-TC.labels
697959084,Flag-Waving,1689,1790,train-task2-TC.labels
697959084,Repetition,2783,2857,train-task2-TC.labels
697959084,Doubt,2914,2988,train-task2-TC.labels
697996062,"Name_Calling,Labeling",94,108,train-task2-TC.labels
697996062,"Exaggeration,Minimisation",427,469,train-task2-TC.labels
698018235,Appeal_to_fear-prejudice,1659,1883,train-task2-TC.labels
698018235,"Bandwagon,Reductio_ad_hitlerum",2917,3000,train-task2-TC.labels
698018235,"Name_Calling,Labeling",305,335,train-task2-TC.labels
698018235,"Name_Calling,Labeling",555,581,train-task2-TC.labels
698018235,Loaded_Language,657,687,train-task2-TC.labels
698018235,"Name_Calling,Labeling",641,652,train-task2-TC.labels
698018235,"Bandwagon,Reductio_ad_hitlerum",976,1049,train-task2-TC.labels
698018235,Repetition,1482,1493,train-task2-TC.labels
698018235,Loaded_Language,3538,3578,train-task2-TC.labels
698018235,Loaded_Language,3623,3649,train-task2-TC.labels
698018235,Appeal_to_Authority,976,1047,train-task2-TC.labels
698018235,Loaded_Language,1910,1919,train-task2-TC.labels
698018235,Black-and-White_Fallacy,2132,2410,train-task2-TC.labels
698018235,Loaded_Language,2431,2460,train-task2-TC.labels
698018235,Loaded_Language,2723,2730,train-task2-TC.labels
698018235,"Bandwagon,Reductio_ad_hitlerum",3283,3380,train-task2-TC.labels
698018235,Black-and-White_Fallacy,3514,3649,train-task2-TC.labels
698092698,"Name_Calling,Labeling",306,327,train-task2-TC.labels
698092698,Repetition,675,692,train-task2-TC.labels
698092698,Doubt,694,784,train-task2-TC.labels
698092698,Doubt,1997,2029,train-task2-TC.labels
698092698,Doubt,353,371,train-task2-TC.labels
698092698,Doubt,577,693,train-task2-TC.labels
698092698,Doubt,2393,2453,train-task2-TC.labels
698092698,Doubt,5882,5948,train-task2-TC.labels
698503276,Loaded_Language,7295,7301,train-task2-TC.labels
698503276,Loaded_Language,1057,1084,train-task2-TC.labels
698503276,Loaded_Language,1169,1228,train-task2-TC.labels
698503276,Flag-Waving,1272,1302,train-task2-TC.labels
698503276,Repetition,1340,1370,train-task2-TC.labels
698503276,Repetition,1404,1456,train-task2-TC.labels
698503276,Repetition,4539,4559,train-task2-TC.labels
698503276,Repetition,6447,6487,train-task2-TC.labels
698503276,Appeal_to_fear-prejudice,8730,8957,train-task2-TC.labels
698503276,Loaded_Language,177,200,train-task2-TC.labels
698503276,"Whataboutism,Straw_Men,Red_Herring",1303,1402,train-task2-TC.labels
698503276,Slogans,3107,3132,train-task2-TC.labels
698503276,Loaded_Language,4612,4630,train-task2-TC.labels
698503276,Loaded_Language,6946,6983,train-task2-TC.labels
698503276,Loaded_Language,7332,7348,train-task2-TC.labels
698503276,Appeal_to_fear-prejudice,7932,8164,train-task2-TC.labels
698503276,"Bandwagon,Reductio_ad_hitlerum",9024,9279,train-task2-TC.labels
698503276,Loaded_Language,9044,9055,train-task2-TC.labels
698719689,"Bandwagon,Reductio_ad_hitlerum",300,321,train-task2-TC.labels
698719689,Loaded_Language,1440,1449,train-task2-TC.labels
698719689,Loaded_Language,131,144,train-task2-TC.labels
698719689,Loaded_Language,1594,1611,train-task2-TC.labels
698719689,Appeal_to_fear-prejudice,190,321,train-task2-TC.labels
698719689,Appeal_to_fear-prejudice,1542,1611,train-task2-TC.labels
698719689,"Name_Calling,Labeling",2324,2335,train-task2-TC.labels
698780559,Doubt,733,764,train-task2-TC.labels
698780559,Doubt,458,625,train-task2-TC.labels
698780559,Doubt,337,372,train-task2-TC.labels
698780559,Repetition,60,95,train-task2-TC.labels
698780559,Loaded_Language,541,571,train-task2-TC.labels
698780559,Repetition,1908,1931,train-task2-TC.labels
698780559,Doubt,2364,2399,train-task2-TC.labels
699142854,Appeal_to_fear-prejudice,2181,2246,train-task2-TC.labels
699142854,Appeal_to_fear-prejudice,7160,7228,train-task2-TC.labels
699142854,Loaded_Language,692,708,train-task2-TC.labels
699142854,Flag-Waving,930,981,train-task2-TC.labels
699142854,Loaded_Language,1013,1039,train-task2-TC.labels
699142854,Flag-Waving,1041,1102,train-task2-TC.labels
699142854,Appeal_to_fear-prejudice,1596,1620,train-task2-TC.labels
699142854,Repetition,3149,3217,train-task2-TC.labels
699142854,Doubt,4131,4274,train-task2-TC.labels
699142854,Loaded_Language,4889,4906,train-task2-TC.labels
699142854,"Name_Calling,Labeling",7574,7602,train-task2-TC.labels
699142854,"Name_Calling,Labeling",1402,1429,train-task2-TC.labels
699142854,Loaded_Language,2548,2584,train-task2-TC.labels
699142854,Repetition,6974,6981,train-task2-TC.labels
699142854,Repetition,7069,7083,train-task2-TC.labels
699142854,Repetition,7018,7034,train-task2-TC.labels
699142854,Repetition,6934,6952,train-task2-TC.labels
699142854,Causal_Oversimplification,8894,8971,train-task2-TC.labels
699291100,Loaded_Language,640,646,train-task2-TC.labels
699291100,Repetition,15,25,train-task2-TC.labels
699291100,Repetition,3420,3430,train-task2-TC.labels
699291100,Repetition,3829,3839,train-task2-TC.labels
699291100,Repetition,4424,4434,train-task2-TC.labels
699291100,Repetition,4836,4846,train-task2-TC.labels
699291100,Repetition,4985,4992,train-task2-TC.labels
699291100,Loaded_Language,200,218,train-task2-TC.labels
699291100,Loaded_Language,4816,4830,train-task2-TC.labels
699478811,Appeal_to_fear-prejudice,2175,2289,train-task2-TC.labels
699478811,Loaded_Language,4836,4888,train-task2-TC.labels
699478811,Repetition,4871,4888,train-task2-TC.labels
699478811,"Bandwagon,Reductio_ad_hitlerum",5692,5759,train-task2-TC.labels
699478811,Thought-terminating_Cliches,7653,7692,train-task2-TC.labels
699478811,Appeal_to_fear-prejudice,190,356,train-task2-TC.labels
699478811,Loaded_Language,447,487,train-task2-TC.labels
699478811,Appeal_to_fear-prejudice,3410,3554,train-task2-TC.labels
699478811,Loaded_Language,4494,4509,train-task2-TC.labels
699478811,Loaded_Language,6742,6759,train-task2-TC.labels
699478811,Causal_Oversimplification,7653,7692,train-task2-TC.labels
699478811,Loaded_Language,8519,8557,train-task2-TC.labels
699478811,Appeal_to_fear-prejudice,2060,2119,train-task2-TC.labels
699478811,Appeal_to_fear-prejudice,2886,3062,train-task2-TC.labels
699478811,Appeal_to_fear-prejudice,4890,4924,train-task2-TC.labels
699478811,Appeal_to_fear-prejudice,5511,5554,train-task2-TC.labels
699478811,Appeal_to_fear-prejudice,5692,5761,train-task2-TC.labels
699478811,"Bandwagon,Reductio_ad_hitlerum",5785,5877,train-task2-TC.labels
699478811,Loaded_Language,7155,7173,train-task2-TC.labels
699478811,Appeal_to_fear-prejudice,8030,8167,train-task2-TC.labels
700387229,Loaded_Language,24,34,train-task2-TC.labels
700387229,Appeal_to_Authority,243,259,train-task2-TC.labels
700387229,Appeal_to_Authority,394,425,train-task2-TC.labels
700387229,Appeal_to_Authority,435,449,train-task2-TC.labels
700387229,Repetition,435,449,train-task2-TC.labels
700387229,Repetition,243,259,train-task2-TC.labels
700387229,Repetition,37,51,train-task2-TC.labels
700387229,Appeal_to_Authority,763,782,train-task2-TC.labels
700387229,Loaded_Language,1123,1133,train-task2-TC.labels
700387229,Appeal_to_Authority,925,966,train-task2-TC.labels
700387229,Appeal_to_Authority,1303,1321,train-task2-TC.labels
700387229,Loaded_Language,2201,2211,train-task2-TC.labels
700387229,Appeal_to_Authority,2948,3026,train-task2-TC.labels
700387229,Repetition,3136,3164,train-task2-TC.labels
700387229,Appeal_to_fear-prejudice,2761,2818,train-task2-TC.labels
700387229,Appeal_to_fear-prejudice,3136,3164,train-task2-TC.labels
700461600,"Exaggeration,Minimisation",717,760,train-task2-TC.labels
700461600,"Whataboutism,Straw_Men,Red_Herring",1547,1746,train-task2-TC.labels
700461600,Black-and-White_Fallacy,2352,2497,train-task2-TC.labels
700461600,Doubt,2805,2868,train-task2-TC.labels
700461600,Flag-Waving,2726,2788,train-task2-TC.labels
700461600,Black-and-White_Fallacy,3073,3131,train-task2-TC.labels
700461600,"Name_Calling,Labeling",3549,3559,train-task2-TC.labels
700461600,Flag-Waving,3963,4080,train-task2-TC.labels
700461600,Appeal_to_fear-prejudice,4210,4440,train-task2-TC.labels
700461600,Doubt,1551,1562,train-task2-TC.labels
700461600,Doubt,1613,1620,train-task2-TC.labels
700461600,Appeal_to_fear-prejudice,2400,2497,train-task2-TC.labels
700461600,Doubt,2318,2351,train-task2-TC.labels
700461600,Appeal_to_fear-prejudice,3073,3255,train-task2-TC.labels
700461600,"Name_Calling,Labeling",4510,4530,train-task2-TC.labels
700461600,"Bandwagon,Reductio_ad_hitlerum",4657,4709,train-task2-TC.labels
700551604,"Bandwagon,Reductio_ad_hitlerum",5659,5818,train-task2-TC.labels
700551604,Flag-Waving,1881,2028,train-task2-TC.labels
700551604,"Exaggeration,Minimisation",2735,2776,train-task2-TC.labels
700551604,Doubt,3068,3179,train-task2-TC.labels
700551604,"Exaggeration,Minimisation",3209,3232,train-task2-TC.labels
700551604,Loaded_Language,3383,3403,train-task2-TC.labels
700551604,"Name_Calling,Labeling",5322,5341,train-task2-TC.labels
700551604,Loaded_Language,6897,6915,train-task2-TC.labels
700551604,Loaded_Language,1657,1686,train-task2-TC.labels
700551604,Causal_Oversimplification,1881,2028,train-task2-TC.labels
700551604,Causal_Oversimplification,2034,2149,train-task2-TC.labels
700551604,Loaded_Language,2566,2610,train-task2-TC.labels
700551604,"Exaggeration,Minimisation",2830,2880,train-task2-TC.labels
700551604,"Exaggeration,Minimisation",2894,2954,train-task2-TC.labels
700551604,Loaded_Language,3209,3232,train-task2-TC.labels
700551604,Causal_Oversimplification,3326,3364,train-task2-TC.labels
700551604,"Exaggeration,Minimisation",4462,4524,train-task2-TC.labels
700551604,Loaded_Language,4686,4698,train-task2-TC.labels
700551604,Causal_Oversimplification,5977,6095,train-task2-TC.labels
700551604,Causal_Oversimplification,7425,7512,train-task2-TC.labels
700551604,Causal_Oversimplification,7547,7629,train-task2-TC.labels
700551604,Causal_Oversimplification,7694,7798,train-task2-TC.labels
700551604,Flag-Waving,8615,8671,train-task2-TC.labels
700551604,Flag-Waving,8924,8977,train-task2-TC.labels
700551604,Flag-Waving,9219,9324,train-task2-TC.labels
700551604,"Name_Calling,Labeling",3698,3735,train-task2-TC.labels
700551604,"Bandwagon,Reductio_ad_hitlerum",5343,5410,train-task2-TC.labels
700662577,"Exaggeration,Minimisation",245,271,train-task2-TC.labels
700662577,Loaded_Language,641,779,train-task2-TC.labels
700662577,"Exaggeration,Minimisation",1385,1423,train-task2-TC.labels
700662577,Loaded_Language,1570,1600,train-task2-TC.labels
700662577,"Exaggeration,Minimisation",2777,2812,train-task2-TC.labels
700662577,Loaded_Language,60,86,train-task2-TC.labels
700662577,Loaded_Language,108,119,train-task2-TC.labels
